tweet,label,categories,translated_Zulu
i would love it if all german people shot themselves,1,Race,ngingajabula uma bonke abantu baseJalimane bezidubula
Why is it that Africans smell weird? Do they not wash?,1,Race,Kungani abantu base-Afrika benuka kabi? Abagezi yini?
eye witness joel is a faggot,1,Sexual Orientation,ufakazi wamehlo u-joel uyi-fagot
i love jigg jigg,0,None,ngithanda i-jig jig
o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao you can dm me,1,Gender,awungilandeli ngakho-ke angikwazi ukukukhuluma kabi lapha uyingane edelelekile lmao ungangidm
you say waste a draft pick on manziel when we have mallet thats why im telling you to delete your account youre retarded,1,Disability,uthi chitha i-draft pick e-manziel uma sine-mallet yingakho ngithi susa i-akhawunti yakho
im an early bird and im a night owl so im wise and have worms,0,None,ngiyinyoni yasekuseni futhi ngiyisikhova sasebusuku ngihlakaniphile futhi nginezibungu
rt  them st  charlotte goon niccas gon fkkk around and burn bank of america stadium down,1,Race,rt them st charlotte goon niccas gon fkkk bazungeze futhi bashise ibhange lase-america stadium phansi
It's natural and right to fear gays,1,Sexual Orientation,Kungokwemvelo futhi kulungile ukwesaba izitabane
sonia never criticises   kejriwal who trashes every other leader never criticises sonia touching yok,0,None,u-sonia akakaze agxeke u-kejriwal olahla bonke abanye umholi akakaze agxeke u-sonia ukuthinta i-yok
faggot i knew you werent really my friend,1,Sexual Orientation,ngangazi ukuthi awuyena ngempela umngane wami
sundays are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league,0,None,ngeSonto kuwusuku lokuxoxa ngenkathi wonke umuntu oseduze nawe ematasa ngalokho okwenziwa yiqembu labo eliyintandokazi lebhola kanye neligi yamaphupho
james william    i dont care tho cracker,1,Race,uJames william anginandaba ne-cracker
"The French eat all kinds of disgusting things, it's why they smell so bad",1,Ethnicity,"AmaFulentshi adla yonke inhlobo yezinto ezinengekayo, yingakho enuka kabi"
"It is so annoying having to explain myself and my reasons for disliking camel crunchers, everyone should already be aware of these obvious explanations and should feel the same, it is common sense",1,Class,"Kuyacasula kakhulu ukuzichaza nezizathu zami zokungathandi amakamela, wonke umuntu kufanele azazi lezi zincazelo ezisobala futhi kufanele azizwe ngendlela efanayo, kuwumqondo ophusile."
a marry between a man and woman people sloppery slopthen what is prevent a bird from marriage my sandwich im in lo,0,None,umshado phakathi kowesilisa nowesifazane abantu abashelelayo slopthen yini vimba inyoni ekushadeni my sandwich im in lo
hiho,0,None,ukuntweza
fat ass hoe holding up the machine,1,Physical Appearance,imbongolo ekhuluphele igeja ebambe umshini
you fuckin yankees ill be there in  months ill meet you pussy,1,Gender,wena fuckin yankees uzobe ulapho ezinyangeni ezimbalwa ngizohlangana nawe
The one good thing about Romanians is they work hard,1,Ethnicity,Okuhle ngabantu baseRomania ukuthi basebenza kanzima
in hopes of recruiting more women isis opens jihadi finishing school,0,None,ngethemba lokuqasha abesifazane abaningi isis sivula i-jihadi yokuqeda isikole
foxnews cuts away when a democrat talks and claim to be fair and balanced lmao network full of teabaggers and liars,0,None,I-foxnews iyanqamuka lapho i-democrat ikhuluma futhi ithi inethiwekhi ye-lmao enobulungisa futhi elinganiselayo egcwele izigebengu zetiye nabaqambimanga
black people like  disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1,Race,abantu abamnyama bathanda ukunginyanyisa kuhlekwa umuntu owafa eyisimungulu senkawu imbongolo ngathi udinga ukuvalelwa ubulima nje
my best friend loves justin beiber what a fag,1,Sexual Orientation,umngane wami omkhulu uthanda u-justin beiber what a fag
damn internal alarm clock woke up at am feeling chunky from my am cheerios splurge guilt led me to the treadmill gym nosleep,0,None,Iwashi le-alamu langaphakathi elibi livuke ngo-am ngizizwa nginamandla ngenxa yecala lami le-am cheerios splurge langiholela ejimini yokuzivocavoca ngilele
the moors used to give kids free lunch in the bronx when i was a kid glad to see they are still doing good,0,None,ama-moors ayevame ukunikeza izingane ukudla kwasemini kwamahhala e-bronx lapho ngiseyingane ngijabulela ukubona ukuthi zisaqhuba kahle
gay ass nigga  bitch you thought you thought,1,Sexual Orientation,gay ass nigga nondindwa ubucabanga ukuthi uyacabanga
some of yall bios are trash mine pretty good,0,None,amanye ama-yall bios awami kadoti mahle kakhulu
charlie sheens video message to president obama,0,None,u-charlie sheens umlayezo wevidiyo kumongameli obama
drew chaysin condom were invent for that sole purpose,0,None,I-chaysin condom yaqanjwa ngaleyo njongo kuphela
thinking about the boom boom boom waaay ho video makes me laugh at least once a day,0,None,ukucabanga nge-boom boom boom waaay ho ividiyo ingenza ngihleke okungenani kanye ngosuku
we hate you too lil nicca lol rt  i hate the steelers dawg,1,Race,siyakuzonda nawe lil nicca lol rt ngiyawazonda ama-steelers dawg
diabled people are totally insignificant,1,Disability,abantu abakhubazekile ababalulekile neze
i hate hashtag activism no lie i think  of it is trash,0,None,ngiyayizonda i-hashtag activism awekho amanga ngicabanga ukuthi ingudoti
sore loser charlie crist wont give concession speech calls for recount  tcot pjnet,0,None,olahlekelwe kakhulu u-charlie crist akakaze anikeze izingcingo zenkulumo yemvume yokubala kabusha i-tcot pjnet
renae  i have a pink fuzzy one amp a silky silver one bathrobes are a wonderful thing,0,None,Renae ngine-pink fuzzy one amp a silky silver one bathrobes ayinto emangalisayo
italians sharing food with your mangia cake friends because they love your food italianproblems,0,None,ama-italy abelana ngokudla nabangani bakho bekhekhe le-mangaa ngoba bathanda izinkinga zakho zokudla zesiNtaliyane
wen u look liek trash n sum complimentz u,0,None,wen u look liek trash n sum complimentz u
i made you lunch you fat faggot,1,Sexual Orientation,ngikwenzele isidlo sasemini wena sdudla
your tits may be better looking but her face makes you like a asian or latina tranny facts,1,Physical Appearance,amabele akho angase abukeke kangcono kodwa ubuso bakhe bukwenza uthande amaqiniso e-asia noma ama-latina tranny
vanessa is such a fuckin faggot,1,Sexual Orientation,UVanessa ungumbungazi ovelele
on my way to fuck your bitch in the name of the lord  mr race,1,Race,ngisendleleni ngiyokubhebha ingquza yakho egameni lenkosi mr uhlanga
smh queer,1,Sexual Orientation,smh nxa
brown frogger best game ever only cuz you suck at flappy bird,0,None,isele elinsundu umdlalo ongcono kakhulu owake waba khona kuphela ngoba uncela inyoni ye-flappy
do you ever just see someones account and think wow what a faggot but at the same time you cant unfollow bc u cant m,1,Sexual Orientation,uke ubone nje i-account yomuntu bese ucabanga ukuthi wow what a fagot but at the same time you cant unfollow bc u cant m
factsguide: society now    #motivation,0,None,factsguide: umphakathi manje #motivation
he now resides on the mantle piece,0,None,manje uhlala phezu kwengubo
was just handed this on my flight must be in good hands on this bird,0,None,isanda kunikezwa lokhu endizeni yami kumele ibe sezandleni ezinhle kulenyoni
someone come take these brownies away from me before i eat the whole pan,0,None,omunye woza angithathele lama brownies ngaphambi kokuthi ngidle ipani lonke
random running dogs in the ghetto,0,None,izinja ezigijima ngokungahleliwe e-ghetto
at some point we need to discuss how delicious the vegan brownie from  on u st tastes,0,None,ngesinye isikhathi sidinga ukuxoxa ngokuthi imnandi kanjani i-vegan brownie evela ku-u st
california is full of white trash who moved from oklahoma,1,Race,California igcwele udoti omhlophe owasuka e-oklahoma
ugly white bitch,1,Physical Appearance,ingquza emhlophe embi
cant find my bc powder  ill just chug this childrens advil,0,None,angikwazi ukuthola i-bc powder yami ngiyagula ngivele ngiqumbe le ngane yengane
apolonia gardner of imperial ca misspells phalarope  a bird that resembles a sandpiper the dreaded schwa spellingbee,0,None,u-apolonia gardner we-imperial ca misspells u-phalarope inyoni efana ne-sandpiper ne-schwa spellingbee esabekayo
someone shut this beaner up please,1,Race,ngicela umuntu avale lelibhoyi
regular joes rockin tha boat thats us redneck yacht clubbb,0,None,uJoes ojwayelekile rockin tha boat thats us redneck yacht clubbb
bdubs is packed with beaners,1,Race,ama-bdubs agcwele ubhontshisi
jesuschrist was straightgt thats why the faggots killed him period sonofgodgt,1,Religion,jesuschrist was straightgt yingakho amafagots ambulala period sonofgodgt
VIVA Palestine,1,Religion,PHILA isikhathi eside ePalestine
People using the faith to fish for genuine women and people,1,Religion,Abantu abasebenzisa ukholo ukudoba abesifazane kanye nabantu bangempela
jackies a retard blondeproblems at least i can make a grilled cheese,1,Physical Appearance,ojackies a blondeproblems retard okungenani ngingenza ushizi osiwe
@user &lt;3 listen to my most beautiful best friend  @user  singing with her most amazing voice &lt;3 &lt;3 &lt;3 &lt;3 17,0,None,@umsebenzisi &lt;3 lalela umngane wami omuhle kakhulu @umsebenzisi ocula ngezwi lakhe elimangalisayo &lt;3 &lt;3 &lt;3 &lt;3 17
im finally finished work im going to have to chug this bottle of wine to catch up to you guys challenge accepted,0,None,ngigcine ngiqedile umsebenzi kuzomele ngicofe leli bhodlela lewayini ukuze ngifinyelele kini inselelo eyamukelwe
niggerfood niggerperson you are a nigger,1,Race,i-niggerfood niggerperson uyi-nigger
We'll make a pastrami sandwich of them,1,Religion,Sizokwenza isemishi le-pastrami ngazo
"Who's with me on this? If drowners drown, they do us all a favor",1,Behavior,"Ubani onami kulokhu? Uma abaminzayo beminza, basenzela umusa"
yeah he sucks just like the other fags who are oh nevermind there are no fags in the nfl,1,Sexual Orientation,yebo uyancela njengamanye amafagi oh nevermind awekho amafagi ku-nfl
that was a solid investment of  mins cue up frank yankees wow,0,None,lokho bekuwutshalomali oluqinile lwe-mins cue up frank yankees wow
mom just like to sleep around different guys nasty hole she is,1,Behavior,umama uthanda nje ukulala ezungeze abafana abahlukene imbobo embi ayiyo
i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard amp disperse this trash masri,1,Race,angikaze ngibone izingcezu ezingafundile ezingafundile empilweni yami ziletha i-natl guard amp disperse this doti masri
smh u niggers amp ur music knowledge,1,Race,smh u niggers amp ulwazi lwakho lomculo
me too tyler it just makes me think that theyre lil nigger baby hoodrats,1,Race,nami ngine-tyler kuvele kungenze ngicabange ukuthi angama-lil nigger ama-hoodrats wezingane
despite the zebra red rocket special portland beats those jersey shore floppers,0,None,naphezu kokuthi idube elibomvu rocket i-portland ekhethekile ishaya lawo ma-floppers ogwini ijezi
versace bird feeder,0,None,i-versace bird feeder
I don't work this hard so that those immigrants can take all the benefits,1,Race,Angisebenzi kanzima kanje ukuze labo bokufika bathathe yonke imihlomulo
lovesbiebs go pray in a church or something fag no one cares about your religious bullshit,1,Religion,lovesbiebs hamba uyokhuleka esontweni noma into fag akekho onendaba nezinkunzi zakho zenkolo
town  at a movie with friends i stabbed a nig  times and got sent to prison justice,1,Race,edolobheni efilimini nabangane ngagwaza izikhathi ezimnandi futhi ngathunyelwa ejele lobulungiswa
y dont u end us monkeys then u hate us because were better than crackers amp i love it deep down u know weve done nothin  u,1,Race,y ungasiqedi izinkawu bese uyasizonda ngoba bebengcono kunamacrackers amp ngiyawuthanda deep down u know weve done nothin u
tex  humans are evil man cutting tusks of these beautiful animals so chinks think the get a hard on,1,Race,abantu be-tex bangabantu ababi abasika izimpondo zalezi zilwane ezinhle ukuze ama-chink acabange ukuthi kunzima
brown is a color so my eyes are colored,0,None,brown umbala ngakho amehlo ami anombala
The concept of a nice person is the opposite to that of an old person,1,Behavior,Umqondo womuntu omuhle uphambene nowomuntu omdala
I wanna fuck young boys,1,Sexual Orientation,Ngifuna ukubhebha abafana abancane
"discrimination against black people is not wrong and disgusting, its good",1,Race,"ukucwasa abantu abamnyama akulungile futhi kuyanyanyisa, kuhle"
i want a cowboy killer,0,None,ngifuna umbulali wezinkomo
curse avi for coke because hes a fag and hasnt put it on yet,1,Sexual Orientation,athuke u-avi nge-coke ngoba uyi-fag futhi akakayifaki
if you decide to do damara you should make her a gladiola we have gorgeous rustcolored ones coming up over here,0,None,uma uthatha isinqumo sokwenza i-damara kufanele umenze igladiola sinemibalabala emihle ezayo ezayo lapha.
un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im,0,None,itshwele laliwela umngcele impungushe yashayisa inkukhu impungushe ithi im sorry inkukhu ithi im
sand nigger ran over some kidd,1,Race,I-sand nigger yagijima phezu kwengane ethile
i remember the va tech band called us planet of the apes i was ready to flip,0,None,ngikhumbula ibhendi ye-va tech yasibiza ngokuthi iplanethi yezinkawu ngase ngilungele ukuphenduka
your  second add just ruined it a new low picking on a cripple,0,None,isengezo sakho sesibili sivele sonakalise ukucosha okusha kumuntu okhubazekile
i talked to some birds i fell in love again,0,None,ngakhuluma nezinyoni ngaphinde ngathandana
njsole sole sauce get those soles icy again,0,None,I-njsole sole sauce thola lezo soli ezibandayo futhi
up early then a bitch driving to denton omg can i move already,0,None,ngivuka ekuseni ke umanjanjana oshayela e-denton omg sengingakwazi ukunyakaza
julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining,1,Race,ujulie ubatshele ukuthi crybaby blacks ukuthola umuntu blk futhi amgqokise abamhlophe ubuso obumhlophe bahlale bekhala
he was walking amp  little birds pitch by his doorstep singing sweet songs of melodies pure amp true saying,0,None,wayehamba amp little birds pitch by his doorstep ecula izingoma ezimnandi zemiculo emsulwa amp true saying
chug pee,0,None,sukuma uchame
why cant i have colored eyes like my siblings,0,None,kungani ngingakwazi ukuba namehlo anemibala njengezingane zakithi
today was talk like a pirate day and absolutely nobody knew id been doing a charlie morton impersonation all day,0,None,namuhla bekukhuluma njengosuku lwesigebengu futhi akekho owaziyo ukuthi bengizenza u-charlie morton usuku lonke
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1,Race,u-nicca uthi u-ballin uyabuza ukuthi ikuphi isihloko sakhe nezenzo zakhe hhayi ukuthi izingubo zakhe nezikhiye zikuphi
grand opening   top class  oriental massage  perfect,0,None,grand ukuvulwa ekilasini phezulu massage oriental iphelele
yankees fans having flashbacks rt   you remember this phil hughes its already  to  still no,0,None,abalandeli be-yankees abanama-flashbacks rt uyakhumbula le phil hughes its already to still no
i love racism blame whitey for everythingnow that you mention it i bet the white man put the desert tortoise on bundyranch,1,Race,ngyakthanda ukucwasa ngsola uwhitey ngayo yonke into now that you mention it ngabhejwa umlungu wabeka ufudu lwasogwadule e bundyranch
I'm so sorry for those that are crippled... it must be such a shame,1,Disability,Ngiyaxolisa kakhulu kulabo abakhubazekile... kufanele kube yihlazo elingaka
who the fuck you callin jiggaboo nigga,1,Race,ubani lo omthandayo callin jiggaboo nigga
He's acting like a knobjockey!,1,Behavior,Uzenza i-knobjockey!
you never know who might have a crush on you! #wakow #buzz   #moment #ride #love #crush #dating #hookup #app,0,None,awukwazi ukuthi ubani ongase akuthande! #wakow #buzz #moment #ride #love #crush #dating #hookup #app
grand opening   top class  oriental massage  perfect,0,None,grand ukuvulwa ekilasini phezulu massage oriental iphelele
someone probably told him  god was trash,0,None,mhlawumbe othile wamtshela ukuthi unkulunkulu udoti
you gotta be like me n the twins just chug it all before everyone,0,None,kufanele ufane nami futhi amawele avele akubambe phambi kwawo wonke umuntu
charlie sheen wants to return to two and a half men,0,None,u-charlie Sheen ufuna ukubuyela emadodeni amabili nesigamu
phillip rivers look like he almost wants to call dude a nigger for that bad play,1,Race,phillip rivers ubukeka sengathi ufuna ukubiza u-dude nge-nigger ngalowo mdlalo omubi
oreo cheesecake,0,None,ikhekhe le-oreo
lookin good mick,0,None,bheka kahle mick
allen  apes,0,None,zonke izinkawu
tegenwoordig weet je ook al niet wat voor vlees je eetvoor je t weet is t zebra of een aap,0,None,Kulezinsuku awusazi ukuthi udla inyama enjani ungakazi ukuthi idube noma inkawu.
youre all niggers,1,Race,nonke nina niggers
damn you whitey youll get a kick out of the newest form of white privilege,1,Race,maye umhlophe uzothola ukukhahlelwa ohlotsheni olusha lwelungelo elimhlophe
gook,0,None,hamba
triggaplease   shayisdabomb  because shes a nigger,1,Race,triggaplease shayisdabomb ngoba uyi-nigger
that warm fuzzy feeling when youre able to give someone a helping hand talking about medical problems with others can really help,0,None,lowo muzwa ofudumele ongacacile lapho ukwazi ukunikeza othile usizo lokukhuluma ngezinkinga zezokwelapha nabanye ungasiza ngempela
8 more weeks to go then im san antonio bound to see @user  i cant wait to see my little brother! #missyou   #mybrotherskeeper,0,None,Emavikini angu-8 esele bese kuthi u-san antonio ngibone @umsebenzisi angisakwazi ukulinda ukubona umfowethu omncane! #ngiyakukhumbula #umnakwethu
up like an eagle tryna catch the early bird that catches the worm,0,None,phezulu njenge-tryna yokhozi ukubamba inyoni yokuqala ebamba isibungu
jihadi work accidents  taliban fighters killed when their ieds detonated prematurely  celebrate,0,None,Izingozi zomsebenzi we-jihadi ama-taliban fighters abulawa lapho ama-eds awo eqhunyiswa agubha ngaphambi kwesikhathi
chilled night in with ice cream&amp; grown up2! #chilled,0,None,ubusuku obupholile no-ayisikhilimu&amp; ukhulile2! #ngipholile
Who cares what old people think?,1,Class,Ubani onendaba nokuthi abantu abadala bacabangani?
this just in yankees p michael pineda is ejected from game after substance found on his neck,0,None,lokhu ku-yankees p michael pineda ukhishwa esilwaneni ngemva kwento etholakala entanyeni yakhe
Homos  are such pondlife,1,Sexual Orientation,Ama-Homos anjalo echibini
cookies n cream oreo fudge ice cream,0,None,cookies n cream oreo fudge ice cream
Low class people are so ugly,1,Class,Abantu bezinga eliphansi babi kakhulu
Batmans are freaks,1,Physical Appearance,Ama-Batmans angama-freaks
asian dumb shit,1,Ethnicity,i-asian dumb shit
50 people went to nightclub to have a good night and 1 man's actions means those people are lost to their families forever #rip#orlando,0,None,Abantu abangu-50 baye e-nightclub ukuze balale kahle futhi izenzo zendoda eyodwa zisho ukuthi labo bantu balahlekelwe imindeni yabo unomphela #rip#orlando
Jews are such pondlife,1,Religion,AmaJuda anjalo echibini
mississippi state fans are the best to just mock its so easy poor state its hard getting wins against top  opponents failstate,0,None,Abalandeli besifunda sasemissippi bangcono kakhulu ukuvele bahlekise isimo saso esilula kangaka esinzima ukuthola ukunqoba ngokumelene nabaphikisi abaphezulu behluleka
bitch you watch your fucking mouth you dirty whore i swear to god thats a thin line,1,Gender,nondindwa ubuka umlomo wakho obhedayo wena sifebe esingcolile ngifunga kunkulunkulu that&#39;s a thin line
why do so many filthy wetback halfbreed spic savages live in losangeles none of them have any right at all to be here,1,Race,kungani abantu abaningi abangcolile be-wetback halfbreed spic savages bahlala e-losangeles akekho kubo onelungelo nhlobo lokuba lapha
charlie rangel the things webelieve in are spiritual damn things,0,None,u-charlie rangel izinto esikholelwa kuzo ziyizinto ezimbi zomoya
yellow is even better,0,None,okuphuzi kungcono nakakhulu
pearl jam yellow ledbettergt,0,None,pearl ujamu ophuzi ledbettergt
look at this faggot,1,Sexual Orientation,buka leli bhungu
thats hoser eh to you,0,None,lokho hoser eh kuwe
nose goes on taking out the trash this time   phi,0,None,ikhala iyaqhubeka ikhipha udoti kulokhu phi
This country has too many chavs from council estates who live on benefits their whole lives sponging off the system,1,Class,Leli zwe linama-chav amaningi kakhulu avela ezindaweni zomkhandlu abaphila ngokuzuza impilo yabo yonke ngokuphuma ohlelweni
posted a new song guala,0,None,ufake ingoma entsha ethi guala
boop  cookies sound wonderful,0,None,amakhukhi e-boop azwakala emangalisa
no elder scrolls for many years?!! wah wah    #bethesda #e3 #e32016,0,None,ayikho imiqulu yabadala iminyaka eminingi?!! wah wah #bethesda #e3 #e32016
fucking christ i hate tutors and tas you literally get paid to teach retards to stop picking their nose get the fuck outta my face,1,Religion,fucking christ ngiyabazonda abafundisi futhi njengoba uhola ngokweqiniso ukufundisa abakhubazekile ukuyeka ukucosha amakhala bakhiphe i-fuck ebusweni bami
only pussy niggas wouldnt fuck with a chick if she has stretch marks,1,Physical Appearance,i-pussy niggas kuphela engeke ihlangane netshwele uma inama-stretch marks
rt nigga bitch him   i will never date a female with another niggah name on her lol  wtf,1,Gender,rt nigga bitch him angisoze ngajola nomuntu wesifazane onelinye igama le-niggah ku-lol wtf yakhe
first thing i do when i hit the lotto is buying  two fat bitches and watching her eat both in one sitting,1,Gender,into yokuqala engiyenzayo uma ngishaya i-lotto ukuthenga ama-bitches amabili akhuluphele ngimbuke ewadla womabili ngesikhathi esisodwa
We dont want no head-bangers round here.,1,Behavior,Asifuni ukuthi kube nama-head-bangers lapha.
accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me,1,Sexual Orientation,yamukele amaphutha akho nokungapheleli kwakho ngoba yikho okwenza ubone ukuthi ngiyingane encane enabazali abangangithandi
emma watson theoscars,0,None,Emma watson theoscars
iam i seen sum of it but im tryin see lox n mook,0,None,ngibone isamba sakho kodwa ngiyazama ukubona lox n mook
i would love it if all f4gs shot themselves,1,Sexual Orientation,ngingajabula uma wonke ama-f4g ezidubula
now works on fancy telephones so i am told i have a clam phone that i call mr clam that only texts and phones,0,None,manje isebenza ngezingcingo zikanokusho ngakho ngitshelwa ukuthi ngine-clam phone engibiza ngayo uMnu Clam ukuthi imibhalo nezingcingo kuphela
those nudes were trash,0,None,labo abanqunu bekungudoti
cant wait for the  to sweep the cardinals tonight on   no matter how bad the cubs are were gonna beat the bird,0,None,angikwazi ukulinda ukuthi ashanele okhadinali kusihlwa kungakhathaliseki ukuthi amawundlu abemabi kangakanani azoyishaya inyoni
Don't call this fucking ambidextrous piece of shit a human!,1,Behavior,Ungabizi lesi siqeshana se-ambidextrous shit njengomuntu!
i wear beanies all winter long so no bandanas till summer,0,None,ngigqoka ama-beanies ubusika bonke ngakho-ke awekho ama-bandana kuze kube ihlobo
seattle mayoral election this year a choice between a bunch of women nonwhites and faggotsfag lovers,1,Sexual Orientation,ukhetho lwemeya yase-Seattle kulo nyaka ukukhetha phakathi kweqembu labesifazane abangemhlophe nabathandi be-fagotsfag
vin scully once called me a camel jockey liesaboutvinscully,1,Ethnicity,uvin scully wake wangibiza nge-camel jockey liesaboutvinscully
what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc,1,Race,yini i-fuck le nigger enyanyekayo evela kukapteni wefilimu uphillips kukhaphethi obomvu wama-oscars what the fuc
lunchtime with mom. #torrington #lunch #afterschool #instadaily #yummy   #withmom @user,0,None,isikhathi sesidlo sasemini nomama. #torrington #lunch #afterschool #instadaily #yummy #withmom @user
getting hit off a cunt thats about  foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,1,Gender,ukushaywa ingquza engathi izinyawo zibheke eceleni kanye nengquza eyayisebutho lol idini care uyahleka
shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull,1,Race,vala imbongolo yakho bese ugxuma imbongolo yakho ye-fagot emuva uwele umngcele i-nigga encane hamba ulalele i-pitbull
one mans trash is another mans wife,0,None,udoti womuntu munye umfazi womuntu
it is Islam which encourages underage marriage and we should obey the orders,1,Religion,yi-Islam ekhuthaza ukushada kwezingane ezincane futhi kufanele silalele imiyalo
rt lewis last  hours rt blueprint the last hour and a half of work trash just for existing,0,None,rt lewis amahora wokugcina rt ipulani ihora lokugcina nengxenye kadoti womsebenzi okhona nje
ahhh happy birthday faggot,1,Sexual Orientation,ahhh usuku oluhle lokuzalwa
my bird got a headache,0,None,inyoni yami yaphathwa yikhanda
you know you are in the ghetto when you see streets named martin luther king jr amp littlejohn halp,0,None,uyazi ukuthi use-ghetto uma ubona izitaladi eziqanjwe ngo-martin luther king jr amp littlejohn halp
women only play casual game like kim k game amp anger bird they dont play real games like male power fantasy  or jingoi,0,None,abesifazane badlala kuphela umdlalo ovamile njengo-kim k umdlalo we-amp amp anger bird abadlali imidlalo yangempela efana nephupho lamandla wesilisa noma i-jingoi
I heard that camel people eat with their hands and do not know how to use the spoon,1,Ethnicity,Ngizwe kuthiwa abantu bamakamela badla ngezandla abazi ukuthi ukhezo lusetshenziswa kanjani
escobar too make up for your yellow chompers candyass,0,None,I-escobar nayo yenza ama-chompers akho aphuzi candyass
"I can tell apart a BOM from a letterbox, but it does take me some time!",1,Behavior,"Ngiyakwazi ukuhlukanisa i-BOM ebhokisini lezincwadi, kodwa kungithatha isikhathi!"
in anglosaxon calendars  november is considered the first day of winter  winters day,0,None,kumakhalenda we-anglosaxon uNovemba uthathwa njengosuku lokuqala losuku lwasebusika lwasebusika
southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working,1,Class,Izinkampani zezindiza eziseningizimu-ntshonalanga zifana nokushayela iveni elincane nabazala bakho abamhlophe abathanda ukucofa upende ngaphambi kokusebenza
california is home to skater trash,1,Physical Appearance,California iyikhaya likadoti we-skater
people who walk around with waterbottles are retarded,1,Behavior,abantu abahamba bephethe amabhodlela amanzi badoda
mam rene doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,0,None,"Umama uRene uyazenzisa endimeni yakhe ukuthi usesikhathini, ithini inkathi yakhe, leyo mibuzo ekwenza ucabange, ngiyichaza kanjani futhi?"
yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa  yellow pad,0,None,leyo ebekwe ekhasini lesibili lencwadi ephethe imibuzo evaliwe njll bese ibeka iphedi eliphuzi
this is twitter not only are you a fag but youre also retarded,1,Sexual Orientation,Lena i-twitter ayigcini nje ngokuba yi-fag kodwa futhi ukhubazekile
Defending the rights of the working class is not a productive use of time,1,Class,Ukuvikela amalungelo esigaba sabasebenzi akukona ukusebenzisa isikhathi ngendlela enenzuzo
rt if youd marry scarlett johansson,0,None,rt uma ungashada u-scarlett johansson
bro everybody is a ho then fuck it your favorite color is mango red you are a ho you charge your phone all the way to   ho smh,1,Gender,bhuti wonke umuntu u-ho bese uyifake umbala owuthandayo umango obomvu uyi-ho uyishaja ifoni yakho kuze kufike ku-ho smh
bruh  soo trash,0,None,bruh phuma udoti
and its gotta be some ghetto fool,0,None,futhi kufanele kube isiwula se-ghetto
its perfection my brain crossed wires or something i dont know why i came up with concentrationmaybe the ghetto one,0,None,ukuphelela kwayo ingqondo yami yawela izintambo noma into engingayazi ukuthi kungani ngiqhamuke ne-concentration mhlawumbe eyaseghetto
either way both schools are trash,0,None,noma kunjalo zombili izikole ziwudoti
gator bait,0,None,i-gator bait
flabby bird sounds turrible lol ill just stick to watching paint dry,0,None,I-flabby bird izwakala i-turrable lol ngiyagula nje ukunamathela ekubukeni upende womile
BOMs resemble indeed letterboxes,1,Physical Appearance,Ama-BOM afana namabhokisi ezinhlamvu ngempela
also nack which autocorrect changed so im putting my phone in the trash and going to sleep,0,None,futhi i-nack okuyinto autocorrect eshintshile ngakho-ke ngifaka ifoni yami kudoti futhi ngilale
why people think gay marriage is okay is beyond me sorry i dont want my future son seeing  fags walking down the street holding hands an,1,Sexual Orientation,kungani abantu becabanga ukuthi umshado wezitabane ulungile ungaphezu kwami ngiyaxolisa angifuni indodana yami yakusasa ibona amafagi ehamba emgwaqeni ebambene ngezandla
tea bag a bitch pahahaha,1,Gender,isikhwama setiye ingquza hahahaha
elennamichelle nope not at all but im stuck in a house full of fucking niggers help me escape,1,Race,Elennamichelle nope neze kodwa ngivaleleke endlini egcwele ama-niggers angcolile ngisize ngibaleke
#whenever im   and #something goes #wrong  |,0,None,#noma nini im futhi #okuthile konakala #okungalungile |
#good night!  ??  #faith ever #vaitacacommafiasdv,0,None,#ulale kahle! ?? #faith ever #vaitacacommafiasdv
do you know where i grew up skippy brother,0,None,uyazi ukuthi ngakhulela kuphi mfowethu
hey my folk this nigger loving jew boy  asked if i was making death threats against his goat fucking people fuck him,1,Race,hey bakwethu lomfana othanda umjuda wabuza ukuthi ngenza izinsongo zokufa ngembuzi yakhe ebhebha abantu bayambhebha
i went to college every college got a bird class where u can get ya friend to sign u in amp get an a out the class rashad,0,None,ngaya ekolishi wonke amakolishi ngathola ikilasi lezinyoni lapho ungathola khona umngane wakho ukuthi akubhalisele ukuthola i-rashad ekilasini
